,drug_id,drug_name,PubChem Substance,PubChem Compound,PubChem Canonical Smiles
17297,DB08922,Perospirone,310264903,115368,C1CCC2C(C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54
17303,DB08924,Amfecloral,175427157,21759,CC(CC1=CC=CC=C1)N=CC(Cl)(Cl)Cl
17307,DB08928,Arsthinol,175427160,8414,CC(=O)NC1=C(C=CC(=C1)[As]2SCC(S2)CO)O
17308,DB08930,Dolutegravir,175427161,54726191,CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O
17309,DB08931,Riociguat,310264904,11304743,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC
17310,DB08932,Macitentan,175427162,16004692,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br
17312,DB08933,Luliconazole,175427163,3003141,C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=C(C=C(C=C3)Cl)Cl
17313,DB08934,Sofosbuvir,175427164,45375808,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
17315,DB08936,Chlorcyclizine,175427165,2710,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
17322,DB08943,Isoconazole,310264910,3760,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
17326,DB08947,Iopamidol,310264913,65492,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O
17346,DB08966,Fursultiamine,310264929,3002119,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCO)SSCC2CCCO2)C
17347,DB08967,Dimetotiazine,310264930,3089,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)S(=O)(=O)N(C)C)N(C)C
17358,DB08979,Fenspiride,310264940,3344,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3
17360,DB08981,Fenbufen,310264942,3335,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O
17361,DB08982,Etozoline,310264943,5743585,CCOC(=O)C=C1N(C(=O)C(S1)N2CCCCC2)C
17362,DB08983,Etofibrate,310264944,65777,CC(C)(C(=O)OCCOC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl
17366,DB08987,Etidocaine,310264948,37497,CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C
17370,DB08991,Epirizole,310264952,3242,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC
17372,DB08993,Enviomycin,310264954,20055267,C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(C(CCN)O)N)N
17377,DB08998,Demexiptiline,310264959,28876,CNCCON=C1C2=CC=CC=C2C=CC3=CC=CC=C31
17379,DB09000,Cyamemazine,310264961,62865,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C
17382,DB09003,Clocapramine,310264963,2793,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=C3C=C(C=C5)Cl)C(=O)N
17384,DB09006,Clinofibrate,310264965,2787,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O
17389,DB09009,Articaine,310264968,32170,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC
17399,DB09016,Butriptyline,347910390,21772,CC(CC1C2=CC=CC=C2CCC3=CC=CC=C13)CN(C)C
17404,DB09019,Bromhexine,310264976,2442,CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2
17405,DB09020,Bisacodyl,310264977,2391,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3
17406,DB09021,Benzoctamine,347827818,28425,CNCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
17410,DB09027,Ledipasvir,310264981,67505836,CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC
17416,DB09029,Secukinumab,347910391,,
17417,DB09030,Vorapaxar,310264983,10077130,CCOC(=O)NC1CCC2C(C1)CC3C(C2C=CC4=NC=C(C=C4)C5=CC(=CC=C5)F)C(OC3=O)C
17419,DB09033,Vedolizumab,347910392,,
17423,DB09035,Nivolumab,347910393,,
17425,DB09037,Pembrolizumab,347910395,,
17426,DB09038,Empagliflozin,310264986,11949646,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl
17427,DB09039,Eliglustat,310264987,23652731,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O
17428,DB09040,Efinaconazole,310264988,489181,CC(C(CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3CCC(=C)CC3
17430,DB09042,Tedizolid Phosphate,310264990,11476460,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4CC(OC4=O)COP(=O)(O)O)F
17431,DB09043,Albiglutide,347910396,,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC6=CNC=N6)N
17433,DB09046,Metreleptin,347910398,,
17438,DB09049,Naloxegol,310264993,56959087,COCCOCCOCCOCCOCCOCCOCCOC1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC=C)O
17444,DB09053,Ibrutinib,310264995,24821094,C=CC(=O)N1CCCC(C1)N2C3=C(C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=NC=N3)N
17445,DB09054,Idelalisib,310264996,11625818,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
17448,DB09057,Anthrax immune globulin human,347910401,,
17450,DB09060,Avibactam,310264997,9835049,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)N
17484,DB09062,Cefminox,,,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC(C(=O)O)N)OC)SC2)C(=O)O
17485,DB09063,Ceritinib,310264998,57379345,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl
17487,DB09065,Cobicistat,310264999,25151504,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5
17489,DB09067,Corticorelin ovine triflutate,310265000,16132344,CCC(C)C(C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCSC)C(=O)NC(C(C)O)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(C)C(=O)NC(CC3=CN=CN3)C(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)N)NC(=O)C4CCCN4C(=O)C5CCCN5C(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CO)N
17501,DB09072,Sodium oxybate,347827822,23663870,C(CC(=O)[O-])CO.[Na+]
17504,DB09074,Olaparib,,,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F
17507,DB09075,Edoxaban,310265005,10280735,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C
17508,DB09076,Umeclidinium,347827824,11519070,C1C[N+]2(CCC1(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCOCC5=CC=CC=C5
17524,DB09079,Nintedanib,310265007,9809715,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)NC(=C3C4=C(C=C(C=C4)C(=O)OC)NC3=O)C5=CC=CC=C5
17536,DB09080,Olodaterol,310265008,11504295,CC(C)(CC1=CC=C(C=C1)OC)NCC(C2=CC(=CC3=C2OCC(=O)N3)O)O
17538,DB09082,Vilanterol,347827825,10184665,C1=CC(=C(C(=C1)Cl)COCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O)Cl
17539,DB09083,Ivabradine,310265010,132999,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC
17540,DB09084,Benzydamine,310265011,12555,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3
17544,DB09086,Eugenol,310265013,3314,COC1=C(C=CC(=C1)CC=C)O
17548,DB09087,Potassium alum,310265014,24856,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[K+]
17550,DB09089,Trimebutine,310265016,5573,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C
17554,DB09090,Pinaverium,310265017,40704,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C
17569,DB09094,Podophyllin,310265021,11979494,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O.COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O.COC1=CC(=CC(=C1OC)OC)C2C(C(C(C3=CC4=C(C=C23)OCO4)O)CO)C(=O)O.COC1=CC(=CC(=C1OC)OC)C2C(C(C(C3=CC4=C(C=C23)OCO4)O)CO)C(=O)O
17572,DB09096,Benzoyl peroxide,310265023,7187,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2
17578,DB09100,"Thyroid, porcine",347910404,,
17579,DB09101,Elvitegravir,310265026,5277135,CC(C)C(CO)N1C=C(C(=O)C2=CC(=C(C=C21)OC)CC3=C(C(=CC=C3)Cl)F)C(=O)O
17585,DB09106,Hydroxyethyl Starch,347910407,,C(COCC1C(C(C(C(O1)OCCO)OCCO)OCCO)OCCO)O.C(C1C(C(C(C(O1)O)O)O)O)O
17586,DB09107,Methoxy polyethylene glycol-epoetin beta,347910408,,
17587,DB09108,Simoctocog Alfa,347910409,,
17596,DB09113,Poractant alfa,347910412,,
17598,DB09115,Diiodohydroxyquinoline,310265032,3728,C1=CC2=C(C(=C(C=C2I)I)O)N=C1
17601,DB09118,Stiripentol,310265035,5311454,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O
17604,DB09119,Eslicarbazepine acetate,310265036,179344,CC(=O)OC1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N
17609,DB09122,Peginterferon beta-1a,347910413,,
17610,DB09123,Dienogest,310265039,68861,CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(CC#N)O
17612,DB09124,Medrogestone,310265040,9949848,CC1=CC2C(CCC3(C2CCC3(C)C(=O)C)C)C4(C1=CC(=O)CC4)C
17620,DB09129,Chromic chloride,310265044,6452300,[Cl-].[Cl-].[Cl-].[Cr+3]
17770,DB09132,Gadoteric acid,310265047,158536,C1CN(CCN(CCN(CCN1CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
17771,DB09133,Iothalamic acid,310265048,3737,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I
17772,DB09134,Ioversol,310265049,3741,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO
17773,DB09135,Ioxilan,310265050,3743,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I
17774,DB09136,Isosulfan blue,310265051,50108,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+]
17775,DB09137,Technetium Tc-99m mebrofenin,310265052,11431716,CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C.[Tc]
17776,DB09138,Technetium Tc-99m medronate,310265053,131704315,C(P(=O)([O-])[O-])P(=O)([O-])[O-].O.O.[Tc+4]
17777,DB09139,Technetium Tc-99m oxidronate,347827826,123801,C(O)(P(=O)(O)O)P(=O)(O)O.[Tc]
17782,DB09141,Protamine sulfate,347910415,,
17783,DB09142,Sincalide,310265055,9833444,CSCCC(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)N
17786,DB09145,Water,310265058,962,O
17787,DB09146,Iron saccharate,310265059,91663255,C(C(C(C(=O)[O-])O)O)(C(C(=O)[O-])O)O.C(C(C(C(=O)[O-])O)O)(C(C(=O)[O-])O)O.C(C(C(C(=O)[O-])O)O)(C(C(=O)[O-])O)O.[Fe+3].[Fe+3]
17791,DB09148,Florbetaben (18F),310265061,11501341,CNC1=CC=C(C=C1)C=CC2=CC=C(C=C2)OCCOCCOCCF
17798,DB09156,Iopromide,310265069,3736,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I
17800,DB09158,Trypan blue,310265071,9562061,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)NN=C3C(=CC4=CC(=CC(=C4C3=O)N)S(=O)(=O)[O-])S(=O)(=O)[O-])C)NN=C5C(=CC6=CC(=CC(=C6C5=O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]
17801,DB09160,Technetium Tc-99m tetrofosmin,310265073,131704316,CCOCC[PH+](CCOCC)CC[PH+](CCOCC)CCOCC.CCOCC[PH+](CCOCC)CC[PH+](CCOCC)CCOCC.O=[Tc]=O
17803,DB09163,Technetium Tc-99m exametazime,347910416,,CC(C(=NO)C)[N-]CC(C)(C)C[N-]C(C)C(=N[O-])C.O=[Tc+3]
17804,DB09164,Technetium Tc-99m disofenin,347827828,11430828,CC(C)C1=C(C(=CC=C1)C(C)C)NC(=O)CN(CC(=O)O)CC(=O)O.[Tc]
17805,DB09165,Technetium Tc-99m pyrophosphate,347827829,6452753,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Tc+4]
17807,DB09166,Etizolam,310265075,3307,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C
17812,DB09167,Dosulepin,310265076,5284550,CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31
17838,DB09183,Dasabuvir,310265091,56640146,CC(C)(C)C1=C(C(=CC(=C1)N2C=CC(=O)NC2=O)C3=CC4=C(C=C3)C=C(C=C4)NS(=O)(=O)C)OC
17856,DB09195,Lorpiprazole,310265103,20055414,C1CC2CN3C(=NN=C3C2C1)CCN4CCN(CC4)C5=CC=CC(=C5)C(F)(F)F
17863,DB09197,Mepiprazole,310265105,71897,CC1=CC(=NN1)CCN2CCN(CC2)C3=CC(=CC=C3)Cl
17907,DB09218,Clonixin,310265125,28718,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O
17908,DB09219,Bisoxatin,310265126,28689,C1=CC=C2C(=C1)NC(=O)C(O2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
17918,DB09222,Fibrinogen Human,347910418,,
17931,DB09227,Barnidipine,310265132,443869,CC1=C(C(C(=C(N1)C)C(=O)OC2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
17967,DB09244,Pirlindole,310265147,68802,CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4
17970,DB09245,Toloxatone,310265148,34521,CC1=CC(=CC=C1)N2CC(OC2=O)CO
17982,DB09257,Gimeracil,310265159,54679224,C1=C(C(=CNC1=O)Cl)O
17993,DB09264,Idarucizumab,347910427,,
17994,DB09265,Lixisenatide,310265161,131704317,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)N)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC8=CNC=N8)N
17997,DB09268,Picosulfuric acid,310265163,5243,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)O)C3=CC=C(C=C3)OS(=O)(=O)O
17998,DB09269,Phenylacetic acid,310265164,999,C1=CC=C(C=C1)CC(=O)O
18012,DB09278,Activated charcoal,347827832,297,[C]
18014,DB09280,Lumacaftor,310265173,16678941,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O
18015,DB09281,Magnesium Trisilicate,310265174,5311266,[O-][Si](=O)O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2]
18017,DB09283,Trapidil,310265176,5531,CCN(CC)C1=CC(=NC2=NC=NN12)C
18020,DB09285,Morniflumate,310265178,72106,C1COCCN1CCOC(=O)C2=C(N=CC=C2)NC3=CC=CC(=C3)C(F)(F)F
18042,DB09292,Sacubitril,310265184,9811834,CCOC(=O)C(C)CC(CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O
18044,DB09295,Talniflumate,310265187,48229,C1=CC=C2C(=C1)C(OC2=O)OC(=O)C3=C(N=CC=C3)NC4=CC=CC(=C4)C(F)(F)F
18050,DB09299,Tenofovir alafenamide,310265191,9574768,CC(C)OC(=O)C(C)NP(=O)(COC(C)CN1C=NC2=C1N=CN=C2N)OC3=CC=CC=C3
18057,DB09302,Alirocumab,347910431,,C(C(COP(=O)(O)O)O)O.[Na].[Na]
18058,DB09303,Evolocumab,347910432,,
18059,DB09304,Setiptiline,310265193,5205,CN1CCC2=C(C1)C3=CC=CC=C3CC4=CC=CC=C24
18066,DB09310,Coagulation Factor XIII A-Subunit (Recombinant),347910434,,
18067,DB09311,Polycarbophil calcium,347910435,,
18071,DB09315,Xenon-133,310265200,66376,[Xe]
18072,DB09316,Thallous Chloride,310265201,24642,Cl[Tl]
18073,DB09317,"Synthetic Conjugated Estrogens, A",347910437,,
18074,DB09318,"Synthetic Conjugated Estrogens, B",347910438,,
18077,DB09321,Zinc oxide,310265203,14806,O=[Zn]
18081,DB09324,Sulbactam,310265206,130313,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C
18082,DB09325,Sodium fluoride,310265207,5235,[F-].[Na+]
18083,DB09326,Ammonia N-13,310265208,119432,N
18092,DB09330,Osimertinib,310265210,71496458,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC
18093,DB09331,Daratumumab,347910441,,
18094,DB09332,Kappadione,310265211,8555,CC1=C(C2=CC=CC=C2C(=C1)OP(=O)([O-])[O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]
18102,DB09334,Seractide acetate,,,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C4CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C6CCCN6C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC1=CNC=N1)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)N.CC(=O)O.O
18107,DB09338,Mersalyl,310265214,443130,COC(CNC(=O)C1=CC=CC=C1OCC(=O)[O-])C[Hg].O.[Na+]
18111,DB09340,Tyropanoic acid,310265215,5611,CCCC(=O)NC1=C(C=C(C(=C1I)CC(CC)C(=O)O)I)I
18113,DB09342,Propoxycaine,310265217,6843,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC
18115,DB09344,Invert sugar,347910445,,C(C(C(C(C(C=O)O)O)O)O)O.C(C(C(C(C(=O)CO)O)O)O)O
18116,DB09345,Pramocaine,310265219,4886,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2
18117,DB09346,Metrizoic acid,310265220,2528,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)N(C)C(=O)C)I
18123,DB09352,Hydroxyamphetamine,347827833,3651,CC(CC1=CC=C(C=C1)O)N
18124,DB09353,Sulfur,347827834,66348,[S]
18125,DB09355,Sulfabenzamide,,,C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N
18126,DB09357,Dexpanthenol,347827835,131204,CC(C)(CO)C(C(=O)NCCCO)O
18128,DB09364,Procaine merethoxylline,,,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.COCCOC(CNC(=O)C1=CC=CC=C1OCC(=O)O)C[Hg+].[OH-]
18129,DB09366,Propyliodone,,,CCCOC(=O)CN1C=C(C(=O)C(=C1)I)I
18130,DB09369,Polyestradiol phosphate,,,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O.OP(=O)(O)O
18131,DB09371,Norethynodrel,,,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3CCC(=O)C4
18134,DB09372,Tannic acid,347910448,,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O
18137,DB09376,Lapyrium,347827837,22660,CCCCCCCCCCCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1
18138,DB09378,Fluprednisolone,,,CC12CC(C3C(C1CCC2(C(=O)CO)O)CC(C4=CC(=O)C=CC34C)F)O
18139,DB09379,Sutilains,347910450,,
18140,DB09381,"Estrogens, esterified",347910451,,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
18142,DB09389,Norgestrel,347827838,4542,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
18146,DB09394,Phosphoric acid,347827839,1004,OP(=O)(O)O
18147,DB09395,Sodium acetate,347827840,517045,CC(=O)[O-].[Na+]
18148,DB09396,Propoxyphene napsylate,347827841,33544,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O.O
18152,DB09398,Sodium fluoride F-18,347827843,23690531,[F-].[Na+]
18156,DB09403,Iocetamic acid,,,CC(CN(C1=C(C=C(C(=C1I)N)I)I)C(=O)C)C(=O)O
18157,DB09407,Magnesium chloride,347827844,5360315,[Mg+2].[Cl-].[Cl-]
18158,DB09409,Magnesium acetate tetrahydrate,347827845,134717,CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Mg+2]
18160,DB09414,Dipotassium phosphate,347827847,24450,OP(=O)([O-])[O-].[K+].[K+]
18162,DB09419,Xylose,347827849,644160,C1C(C(C(C(O1)O)O)O)O
18163,DB09420,Iodide I-123,347827850,135300,[I-]
18165,DB09422,Soybean oil,347910452,,
18166,DB09425,Indium In-111 pentetate,347827852,131704319,[H+].[H+].C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[In+3]
18168,DB09449,Sodium phosphate,347827853,23672064,OP(=O)(O)[O-].[Na+]
18169,DB09456,Insulin Beef,347910453,,
18170,DB09459,Tartaric acid,347827854,444305,C(C(C(=O)O)O)(C(=O)O)O
18171,DB09460,Sodium carbonate,347827855,10340,C(=O)([O-])[O-].[Na+].[Na+]
18202,DB09473,Indium In-111 oxyquinoline,347827858,119117,C1=CC2=C(C(=C1)[O-])N=CC=C2.C1=CC2=C(C(=C1)[O-])N=CC=C2.C1=CC2=C(C(=C1)[O-])N=CC=C2.[In+3]
